slang,baku,konteks
cem,macam,Statusx cem @aliandooo @prillylatuconsina96 yee..masih sahabatan mulu klo di tanya..
yee,ya,Statusx cem @aliandooo @prillylatuconsina96 yee..masih sahabatan mulu klo di tanya..
klo,kalo,Statusx cem @aliandooo @prillylatuconsina96 yee..masih sahabatan mulu klo di tanya..
cntik,cantik,Cntik n ganteng bgt...
bgt,banget,Cntik n ganteng bgt...
bgt,banget,Jujur ka.. aku kagum bgt sama kaka.!!!??
kaka,kakak,Jujur ka.. aku kagum bgt sama kaka.!!!??
y,ya,Di video kok merem terus ? Malu y?
ngikutin,mengikuti,Dia kok matanya ngikutin aku boo ? @debyanjani
ngikutin,mengikuti,Kamu yang ngikutin dia kali ? @helloamay
cewe,cewek,Cewe aja wajahnya kah licin sm rio ?
aja,saja,Cewe aja wajahnya kah licin sm rio ?
sm,sama,Cewe aja wajahnya kah licin sm rio ?
sunggu,sungguh,Subhanallah Sunggu luar biasa ciptaan -MU TUHAN .mmm udh sholeh beprestasi lagiii.... ??????
udh,sudah,Subhanallah Sunggu luar biasa ciptaan -MU TUHAN .mmm udh sholeh beprestasi lagiii.... ??????
lagiii,lagi,Subhanallah Sunggu luar biasa ciptaan -MU TUHAN .mmm udh sholeh beprestasi lagiii.... ??????
denger,dengar,Kok kita denger dia bilang melbourne kaya cirebon ya ??. @riskirosdiana
ammiiin,amin,Ammiiin
haddeh,aduh,Haddeh dek cak lah km tengok @miftahfurqon1
km,kamu,Haddeh dek cak lah km tengok @miftahfurqon1
maaasss,mas,"Maaasss.. melek malas ? klo ngomong jangan merem, nanti di tinggal lari. @rharyantoracing"
klo,kalo,"Maaasss.. melek malas ? klo ngomong jangan merem, nanti di tinggal lari. @rharyantoracing"
ngomong,mengomong,"Maaasss.. melek malas ? klo ngomong jangan merem, nanti di tinggal lari. @rharyantoracing"
nggak,enggak,Nggak mau melek ini gimana @diahptanti @ferlianameydikaa @umaro2320
bgt,banget,Sipit bgt?
segerrrr,segar,Segerrrr @achy_r
ilang,hilang,Matanya ilang?
kemn,kemana,ih rin itu mata nya kemn y? lihat g @karinakhansa2_
y,ya,ih rin itu mata nya kemn y? lihat g @karinakhansa2_
g,enggak,ih rin itu mata nya kemn y? lihat g @karinakhansa2_
suipit,sipit,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh
y,ya,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh
ngomong,mengomong,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh
aj,saja,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh
gk,enggak,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh
sama,sama-sama,"Iya kak sama"""
sipiit,sipit,Sipiit ?
ga,enggak,mas jangan syuting outdoor suaranya ga kedengeran
kedengeran,kedengaran,mas jangan syuting outdoor suaranya ga kedengeran
akn,akan,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???"
slalu,selalu,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???"
smua,semua,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???"
yg,yang,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???"
kaka,kakak,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???"
semangaatt,semangat,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???"
trus,terus,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???"
yaah,ya,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???"
promil,program hamil,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056"
krn,karena,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056"
tdk,tidak,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056"
lancr,lancar,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056"
keputihn,keputihan,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056"
gratisss,gratis,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056"
km,kami,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056"
aamiin,amin,Aamiin allahumma aamiin
yaa,ya,Ngeri yaa ini masih cobaan?? @ernibudiani
kebayang,terbayang,@terawaty iya kebayang kalo lebih dr itu -_-
dr,dari,@terawaty iya kebayang kalo lebih dr itu -_-
aamiin,amin,Aamiin amiinn ya Rabbal allamin
mdh,mudah-mudah,"Amiin...mdh"" an qt umat rasulullah bz berkumpul bersama dibarisannya...."
qt,kita,"Amiin...mdh"" an qt umat rasulullah bz berkumpul bersama dibarisannya...."
bz,bisa,"Amiin...mdh"" an qt umat rasulullah bz berkumpul bersama dibarisannya...."
amiinn,amin,Amiinn ya Allah:))
liatnya,lihatnya,"Allah, merinding liatnya ?"
kk,kakak,Subhanallah kk
aamiin,amin,aamiin
amiennn,amien,Amiennn
aamiin,amin,Aamiin...
aminnn,amin,"Aminnn ya rabbal alamin,,,,"
amiin,amin,"Aminnn ya rabbal alamin,,,,"
amiin,amin,Ammin.....ya allah
ammin,amin,Ammin.....ya allah
amiin,amin,Amiin yra // aduh jadi takut? @nadyaaisha_zau @athiarania
amiin,amin,Amiin Allahuma Amiin.. Smg kita mendapatkn akhir Hidup yg terbaik..khusnul Khotimah..
amiin,amin,Amiin Allahuma Amiin.. Smg kita mendapatkn akhir Hidup yg terbaik..khusnul Khotimah..
smg,semoga,Amiin Allahuma Amiin.. Smg kita mendapatkn akhir Hidup yg terbaik..khusnul Khotimah..
mendapatkn,mendapatkan,Amiin Allahuma Amiin.. Smg kita mendapatkn akhir Hidup yg terbaik..khusnul Khotimah..
yg,yang,Amiin Allahuma Amiin.. Smg kita mendapatkn akhir Hidup yg terbaik..khusnul Khotimah..
aminn,amin,Amiin Allahuma Amiin.. Smg kita mendapatkn akhir Hidup yg terbaik..khusnul Khotimah..
aamiin,amin,Amiin Allahuma Amiin.. Smg kita mendapatkn akhir Hidup yg terbaik..khusnul Khotimah..
yaa,ya,Amiin Allahuma Amiin.. Smg kita mendapatkn akhir Hidup yg terbaik..khusnul Khotimah..
yg,yang,"Ya allah kejadiannya begini amat yah, rabb saya titip perempuan salih yg telah melahirkan saya dan laki2 salih yg telah menafkahi saya sedang memenuhi panggilanMu di baitullah...."
laki2,laki-laki,"Ya allah kejadiannya begini amat yah, rabb saya titip perempuan salih yg telah melahirkan saya dan laki2 salih yg telah menafkahi saya sedang memenuhi panggilanMu di baitullah...."
yg,yang,"Ya allah kejadiannya begini amat yah, rabb saya titip perempuan salih yg telah melahirkan saya dan laki2 salih yg telah menafkahi saya sedang memenuhi panggilanMu di baitullah...."
nihh,nih,@marcelloalexius nihh
nonton,menonton,HAHAH nonton sampe akhir!! @ablatgade
sampe,sampai,HAHAH nonton sampe akhir!! @ablatgade
lucuuuk,lucu,#NAME?
jg,juga,Hahahahhahaa.. Btw anak e tora ayu jg yaaa.. @magdalena_marpaung
yaaa,ya,Hahahahhahaa.. Btw anak e tora ayu jg yaaa.. @magdalena_marpaung
yaa,ya,Wkwkwk yaa allah gw @citrasiw
gw,gue,Wkwkwk yaa allah gw @citrasiw
amaattt,amat,"@bellahasan hahahaha lucu amaattt, nama nya jenaka lucu ye kalo anak lo namain kocak aje be haha"
namain,menamai,"@bellahasan hahahaha lucu amaattt, nama nya jenaka lucu ye kalo anak lo namain kocak aje be haha"
aje,saja,"@bellahasan hahahaha lucu amaattt, nama nya jenaka lucu ye kalo anak lo namain kocak aje be haha"
yaoloh,yaallah,Yaoloh guee @rossa_kusumadewi ?
guee,gue,Yaoloh guee @rossa_kusumadewi ?
emang,memang,Kalau nambah tua emang selalu lupa ya ? @laurakennenbudi
nambah,bertambah,kalo nambah umur @novantari @siskeik @yennilena LOL
klo,kalo,@inas.nasution jadi dia gatau klo itu ngerayain ultahnya dia??
ngerayain,merayakan,@inas.nasution jadi dia gatau klo itu ngerayain ultahnya dia??
nambah,bertambah,Nambah tua nambah sotoy zi @zizizazuze
nambah,bertambah,Nambah tua nambah sotoy zi @zizizazuze
sotoy,sok tau,Nambah tua nambah sotoy zi @zizizazuze
yaoloh,yaallah,"@clarawinacw ""yaoloh gue"""
njir,anjir,njir hahahaha @albertinegilang
liat,lihat,Harus liat hahahaha @kurniasindi
ny,nya,@sandrigani @faramihta @tia_rafebrina ini lengkap ny ???
yok,yuk,Yok suruh buatin gini @dwizubir
buatin,membuat,Yok suruh buatin gini @dwizubir
gini,begini,Yok suruh buatin gini @dwizubir
kpn,kapan,Kpn d.bikinin kya gini yah @wisnu_widjaya
dbikinin,dibikin,Kpn d.bikinin kya gini yah @wisnu_widjaya
kya,kaya,Kpn d.bikinin kya gini yah @wisnu_widjaya
gini,begini,Kpn d.bikinin kya gini yah @wisnu_widjaya
yah,ya,Kpn d.bikinin kya gini yah @wisnu_widjaya
mmz,mas,Besok mmz bikinin deh @clara.wijaya36 ?
bikinin,bikin,Besok mmz bikinin deh @clara.wijaya36 ?
bapeeeer,bawa perasaan,"Mulai deh, beb Bapeeeer deh hih ?? @astri__w"
ngiri,mengiri,Serius bikin ngiri beb @nadyamiraldi
yg,yang,Coba ada yg bisa bikin aku begini @vs_si.la
lahh,lah,"Hmmm suruh shn lahh bikin #ilovechallange wkwkwkwk @ching_meichu , iya juga sih.. Andai aja ada yg bs bikinin aku begituan yah wkkwk"
bs,bisa,"Hmmm suruh shn lahh bikin #ilovechallange wkwkwkwk @ching_meichu , iya juga sih.. Andai aja ada yg bs bikinin aku begituan yah wkkwk"
bikinin,membikin,"Hmmm suruh shn lahh bikin #ilovechallange wkwkwkwk @ching_meichu , iya juga sih.. Andai aja ada yg bs bikinin aku begituan yah wkkwk"
yah,ya,"Hmmm suruh shn lahh bikin #ilovechallange wkwkwkwk @ching_meichu , iya juga sih.. Andai aja ada yg bs bikinin aku begituan yah wkkwk"
baperr,bawa perasaan,Emebr @vs_si.la  bikin baperr
keliatannya,kelihatannya,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
udah,sudah,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
keliatannya,kelihatannya,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
ilang,hilang,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
tetep,tetap,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
siih,sih,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
udah,sudah,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
gak,enggak,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
duluuu,dulu,"Jujur...dulu sebelum nikah christian keliatannya keren dan berkarisma....tapi begitu udah nikah kok keliatannya ilang karismanya/auranya....tetep ganteng siih, tapi udah gak segreget duluuu..."
diginiin,dibeginikan,@nuruldhimas bun baper.. Kita kapan diginiin..
nnti,nanti,"nnti aku bikin yaa, love challange ya? @meliagustn"
yaa,ya,"nnti aku bikin yaa, love challange ya? @meliagustn"
hadeehh,aduh,"@hannadeliabettay hadeehh, org pu suamiiiii ??"
org,orang,"@hannadeliabettay hadeehh, org pu suamiiiii ??"
pu,punya,"@hannadeliabettay hadeehh, org pu suamiiiii ??"
suamiiiii,suami,"@hannadeliabettay hadeehh, org pu suamiiiii ??"
sj,saja,??? kagumi sj @daisy__29
tp,tapi,Cantik tp kliatan tua than bride boy nya
kliatan,kelihatan,Cantik tp kliatan tua than bride boy nya
krenn,keren,Krenn banget
yg,yang,Ini loh nit yg gw blg tamunya kebykan pake batik @nita_azalia ?
gw,gue,Ini loh nit yg gw blg tamunya kebykan pake batik @nita_azalia ?
blg,bilang,Ini loh nit yg gw blg tamunya kebykan pake batik @nita_azalia ?
kebykan,kebanyakan,Ini loh nit yg gw blg tamunya kebykan pake batik @nita_azalia ?
pake,pakai,Ini loh nit yg gw blg tamunya kebykan pake batik @nita_azalia ?
aja,saja,@gitasihombing6. Sirik aja lu . Lagian beda keles . .kan nabila arab jadi konsep nya begitu . Bnyak bunga . Saya aja tingal di arab .pernikahn orang arab pada gitu semua .konsep nya ...jadi ga usah ngtain  Kaya g
keles,kali,@gitasihombing6. Sirik aja lu . Lagian beda keles . .kan nabila arab jadi konsep nya begitu . Bnyak bunga . Saya aja tingal di arab .pernikahn orang arab pada gitu semua .konsep nya ...jadi ga usah ngtain  Kaya g
bnyak,banyak,@gitasihombing6. Sirik aja lu . Lagian beda keles . .kan nabila arab jadi konsep nya begitu . Bnyak bunga . Saya aja tingal di arab .pernikahn orang arab pada gitu semua .konsep nya ...jadi ga usah ngtain  Kaya g
aja,saja,@gitasihombing6. Sirik aja lu . Lagian beda keles . .kan nabila arab jadi konsep nya begitu . Bnyak bunga . Saya aja tingal di arab .pernikahn orang arab pada gitu semua .konsep nya ...jadi ga usah ngtain  Kaya g
tingal,tinggal,@gitasihombing6. Sirik aja lu . Lagian beda keles . .kan nabila arab jadi konsep nya begitu . Bnyak bunga . Saya aja tingal di arab .pernikahn orang arab pada gitu semua .konsep nya ...jadi ga usah ngtain  Kaya g
pernikahn,pernikahan,@gitasihombing6. Sirik aja lu . Lagian beda keles . .kan nabila arab jadi konsep nya begitu . Bnyak bunga . Saya aja tingal di arab .pernikahn orang arab pada gitu semua .konsep nya ...jadi ga usah ngtain  Kaya g
ga,enggak,@gitasihombing6. Sirik aja lu . Lagian beda keles . .kan nabila arab jadi konsep nya begitu . Bnyak bunga . Saya aja tingal di arab .pernikahn orang arab pada gitu semua .konsep nya ...jadi ga usah ngtain  Kaya g
ngtain,mengatai,@gitasihombing6. Sirik aja lu . Lagian beda keles . .kan nabila arab jadi konsep nya begitu . Bnyak bunga . Saya aja tingal di arab .pernikahn orang arab pada gitu semua .konsep nya ...jadi ga usah ngtain  Kaya g
da,ada,Da macem dekor orang2 kerajaan we aish @taniaadel @shelsanikitaa
macem,macam,Da macem dekor orang2 kerajaan we aish @taniaadel @shelsanikitaa
orang2,orang-orang,Da macem dekor orang2 kerajaan we aish @taniaadel @shelsanikitaa
nggak,enggak,Da macem dekor orang2 kerajaan we aish @taniaadel @shelsanikitaa
bgt,banget,"Keren bgt dekornya, pingin"
klo,kalo,Yaiyalah..semua bisa terjadi klo banyak duitnya..hihiiii
bagusnyeee,bagusnya,Bagusnyeee ? @hafidmiftahul
bgtt,banget,@vayanab goals bgtt nikah begini
kemaren,kemarin,Ini yang kemaren di expo nih kak @vino69
yg,yang,yg booth nya di tengah n rame y? wo nya yg emejing si mel big enterprise @erfasarimelati
yg,yang,yg booth nya di tengah n rame y? wo nya yg emejing si mel big enterprise @erfasarimelati
yank,sayang,"@aina.ayu iya yank.,"
hmpir,hampir,Hmpir Kyak kak chel ama kak glen?beneran dehh
kyak,kayak,Hmpir Kyak kak chel ama kak glen?beneran dehh
ama,sama,Hmpir Kyak kak chel ama kak glen?beneran dehh
dehh,deh,Hmpir Kyak kak chel ama kak glen?beneran dehh
liatnyaaa,lihatnya,Gila gua liatnyaaa aaaa @mrna.bacher
waw,wow,Waw...oc banget...
mbuh,embuh,Mbuh pie carane bsk weedingku kudu ngene @ivanakosmetik
bsk,besok,Mbuh pie carane bsk weedingku kudu ngene @ivanakosmetik
nyari,mencari,Tinggal nyari yg siap halal.in aja... @ivanakosmetik
yg,yang,Tinggal nyari yg siap halal.in aja... @ivanakosmetik
aja,saja,Tinggal nyari yg siap halal.in aja... @ivanakosmetik
yg,yang,Pernikahan yg megah mewah & jdi impian para wanita..beruntung ya udh artis nikah megah bahagia pula?sempurna
jdi,jadi,Pernikahan yg megah mewah & jdi impian para wanita..beruntung ya udh artis nikah megah bahagia pula?sempurna
udh,sudah,Pernikahan yg megah mewah & jdi impian para wanita..beruntung ya udh artis nikah megah bahagia pula?sempurna
sya,saya,wanita paling cantik menurut sya?
baper,bawa perasaan,uuu baper ??@angeladft
yaah,ya,@tia_husain insyaaAllah yaah Bidadarikuu
waaa,wah,Waaa kereenn banget kak nabila @nsyakieb85
kereenn,keren,Waaa kereenn banget kak nabila @nsyakieb85
berbiiiiiihhh,barbie,@cheesti kaya di negeri berbiiiiiihhh
canteek,cantik,@fiddiafitasari canteek yahh ??
yahh,ya,@fiddiafitasari canteek yahh ??
gini,begini,@mryansah mau gini beb ??
aminnnn,amin,@herahumairah aminnnn yaAllah ???
aja,saja,"Make motor 20 menit aja rambut udah lepek, engga kebayang harus keramas dimotor kaya gmna teru nyatok satujam hahaha kapan nyampenya makanan hahaha"
udah,sudah,"Make motor 20 menit aja rambut udah lepek, engga kebayang harus keramas dimotor kaya gmna teru nyatok satujam hahaha kapan nyampenya makanan hahaha"
engga,enggak,"Make motor 20 menit aja rambut udah lepek, engga kebayang harus keramas dimotor kaya gmna teru nyatok satujam hahaha kapan nyampenya makanan hahaha"
kebayang,terbayang,"Make motor 20 menit aja rambut udah lepek, engga kebayang harus keramas dimotor kaya gmna teru nyatok satujam hahaha kapan nyampenya makanan hahaha"
gmna,bagaimana,"Make motor 20 menit aja rambut udah lepek, engga kebayang harus keramas dimotor kaya gmna teru nyatok satujam hahaha kapan nyampenya makanan hahaha"
teru,terus,"Make motor 20 menit aja rambut udah lepek, engga kebayang harus keramas dimotor kaya gmna teru nyatok satujam hahaha kapan nyampenya makanan hahaha"
nyatok,mencatok,"Make motor 20 menit aja rambut udah lepek, engga kebayang harus keramas dimotor kaya gmna teru nyatok satujam hahaha kapan nyampenya makanan hahaha"
nyampenya,sampainya,"Make motor 20 menit aja rambut udah lepek, engga kebayang harus keramas dimotor kaya gmna teru nyatok satujam hahaha kapan nyampenya makanan hahaha"
yg,yang,Menang banyak yg di bonceng bolll @larasatiekrhm
goncengin,boncengkan,Mau dong ka di goncengin ke pelaminan
blm,belum,Kok jam segini kak @riko_0013 blm kasi kabar ya?
kasi,kasih,Kok jam segini kak @riko_0013 blm kasi kabar ya?
mba,mbak,"Nih gar, mba mba gojek cantik bgt. Lo mau ga dianterin? @ryanhegar"
mba,mbak,"Nih gar, mba mba gojek cantik bgt. Lo mau ga dianterin? @ryanhegar"
bgt,banget,"Nih gar, mba mba gojek cantik bgt. Lo mau ga dianterin? @ryanhegar"
dianterin,diantar,"Nih gar, mba mba gojek cantik bgt. Lo mau ga dianterin? @ryanhegar"
gebleg,geblek,"@omahketje jiaah gebleg hahaha tp asli nih gojek ya, gw mau dong dianterin :("
gw,gue,"@omahketje jiaah gebleg hahaha tp asli nih gojek ya, gw mau dong dianterin :("
dianterin,diantarkan,"@omahketje jiaah gebleg hahaha tp asli nih gojek ya, gw mau dong dianterin :("
udh,sudah,"@adellyada udh bosen di anterin ama doi, maunya sama lo del. Haha"
